full_name,first_name,last_name,company,Region(s),Stages,Industries
Christopher Gaeta,Christopher,Gaeta,VU Venture Partners,"New York; San Francisco, California",Seed; Series A; Other Lists,Real Estate/PropTech; Web3/Blockchain; Health & Hospital Services; Health IT; Consumer Internet; FinTech; Enterprise; New York City; San Francisco Bay Area
Asta Galinyte,Asta,Galinyte,VU Venture Partners,United States,Seed; Series A; Series B,E-commerce; Digital Health; Health & Hospital Services; AI; Health IT; Consumer Internet; Enterprise
Alessandra (Sandra) Habermann,Alessandra (Sandra),Habermann,VU Venture Partners,"New York, New York",Pre-seed; Seed; Series A; Series B; Other Lists,DeepTech; Retail; Digital Health; Real Estate/PropTech; Health & Hospital Services; Health IT; Web3/Crypto; Marketplaces; Enterprise; FinTech; Diverse Investors; New York City
Joseph Harris,Joseph,Harris,VU Venture Partners,"San Francisco, California",Seed; Series A; Series B; Other Lists,Real Estate/PropTech; Digital Health; Health & Hospital Services; Health IT; AI; Consumer Internet; Enterprise; San Francisco Bay Area
Jakub Jablonsky,Jakub,Jablonsky,VU Venture Partners,Singapore; Hong Kong; Europe; United States,Pre-seed; Seed; Series A; Series B; Other Lists,Space; Games; AR/VR; DeepTech; Gaming/eSports; Robotics; Web3/Crypto; Web3/Blockchain; FinTech; Diverse Investors; Investors who were founders
Aakash Jain,Aakash,Jain,VU Venture Partners,"San Francisco, California",Seed; Series A; Series B; Other Lists,DeepTech; Real Estate/PropTech; Web3/Crypto; Digital Health; Health & Hospital Services; Health IT; FinTech; Enterprise; San Francisco Bay Area
Bevon King,Bevon,King,VU Venture Partners,United States,Pre-seed; Seed; Series A; Series B,Retail; DeepTech; Real Estate/PropTech; Digital Health; Health IT; Marketplaces; Health & Hospital Services; Enterprise; FinTech
Sergey Kochnev,Sergey,Kochnev,VU Venture Partners,"Houston, Texas",Seed; Series A; Series B; Other Lists,Gig Economy; Social Networks; Insurance; DeepTech; AR/VR; Consumer Health; E-commerce; Austin
Irina Lanin,Irina,Lanin,VU Venture Partners,"Miami, Florida",Pre-seed; Seed; Series A; Series B; Other Lists,Retail; DeepTech; Digital Health; Health & Hospital Services; Real Estate/PropTech; Health IT; Marketplaces; Enterprise; FinTech; Raleigh-Durham / Southeast US
Jeff Lazcano,Jeff,Lazcano,VU Venture Partners,"New York, New York",Seed; Series A; Series B; Other Lists,"Consumer Internet; Enterprise; Angel, Scout, and Solo-Capitalists; New York City"
Kenneth Lee,Kenneth,Lee,VU Venture Partners,San Francisco Bay Area,Seed; Series A; Series B; Other Lists,Digital Health; Health & Hospital Services; Health IT; AI; FinTech; Enterprise
Wayne Lim,Wayne,Lim,VU Venture Partners,"San Francisco, California",Pre-seed; Seed; Series A; Series B; Other Lists,MarketingTech; DeepTech; Real Estate/PropTech; Digital Health; Web3/Crypto; Health & Hospital Services; Health IT; FinTech; San Francisco Bay Area
Maxim Mitnik,Maxim,Mitnik,VU Venture Partners,"Boston, Massachusetts",Seed; Series A; Series B; Other Lists,Travel; EnergyTech; Real Estate/PropTech; Boston / New England
Stefan Mitu,Stefan,Mitu,VU Venture Partners,United States,Pre-seed; Seed; Series A; Other Lists,Enterprise Infrastructure; Supply Chain Tech; Developer Tools; Future of Work; Cybersecurity; Real Estate/PropTech; E-commerce; AI; SaaS; FinTech; Los Angeles / Southern California
Lisa Musich,Lisa,Musich,VU Venture Partners,"Palo Alto, California",Seed; Series A; Series B; Other Lists,DeepTech; FinTech; San Francisco Bay Area
Fouad Najjar,Fouad,Najjar,VU Venture Partners,New York,Seed; Series A; Series B,Gig Economy; Social Networks; Insurance; Consumer Health; E-commerce
Porter Ontko,Porter,Ontko,VU Venture Partners,"Naperville, Illinois",Seed; Series A; Series B; Other Lists,AI; Digital Health; Health & Hospital Services; Health IT; Enterprise; Midwest
Corey Pigott,Corey,Pigott,VU Venture Partners,"San Francisco, California",Pre-seed; Seed; Series A; Series B; Other Lists,Payments; IoT; Analytics; Web3/Crypto; Web3/Blockchain; Cloud Infrastructure; FinTech; SaaS; AI; Enterprise; San Francisco Bay Area
Austin Ritter,Austin,Ritter,VU Venture Partners,,Pre-seed; Seed; Series A; Other Lists,Real Estate/PropTech; FinTech; San Francisco Bay Area
Ricardo Roberts,Ricardo,Roberts,VU Venture Partners,New York City,Seed; Series A; Series B; Other Lists,Media/Content; Web3/Crypto; Digital Health; Health & Hospital Services; Health IT; FinTech
Nathan Rosenkranz,Nathan,Rosenkranz,VU Venture Partners,San Francisco Bay Area,Seed; Series A; Series B; Other Lists,Human Capital/HRTech; Web3/Crypto; BioTech; SaaS; FinTech
Bernardt Vogel,Bernardt,Vogel,VU Venture Partners,"San Francisco, California; LatAm (Latin America); Miami, Florida",Pre-seed; Series A; Series B; Other Lists,"Impact; Generative Tech/AI; AgTech; DeepTech; EnergyTech; ClimateTech/CleanTech; Web3/Blockchain; Marketplaces; AI; FinTech; Raleigh-Durham / Southeast US; Diverse Investors; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders; Angel, Scout, and Solo-Capitalists; San Francisco Bay Area"
Deadra Williams,Deadra,Williams,VU Venture Partners,"San Francisco, California",Seed; Series A; Series B; Other Lists,DeepTech; Retail; Real Estate/PropTech; Digital Health; Health & Hospital Services; Health IT; FinTech; Enterprise; San Francisco Bay Area
Bo Yang,Bo,Yang,VU Venture Partners,New York City,Seed; Series A; Series B; Other Lists,DeepTech; Real Estate/PropTech; Web3/Crypto; Digital Health; Health & Hospital Services; Health IT; Enterprise; FinTech
Andrew Zalasin,Andrew,Zalasin,VU Venture Partners,San Francisco Bay Area,Seed; Series A; Series B; Other Lists,Messaging; DeepTech; TransportationTech; Digital Health; Web3/Crypto; Health & Hospital Services; Health IT; FinTech; AI; Enterprise
Zee Zhong,Zee,Zhong,VU Venture Partners,San Francisco Bay Area,Seed; Series A; Series B; Other Lists,DeepTech; Retail; Real Estate/PropTech; Web3/Crypto; Digital Health; Marketplaces; Health & Hospital Services; Health IT; FinTech; Enterprise
David Holthe,David,Holthe,Cobre Capital,"Phoenix, Arizona",Pre-seed; Seed; Other Lists,Consumer Internet; Enterprise; Los Angeles / Southern California
Jeffrey Pruitt,Jeffrey,Pruitt,Cobre Capital,"Phoenix, Arizona",Pre-seed; Seed; Other Lists,Media/Content; Enterprise; Consumer Internet; Los Angeles / Southern California
Jeff Baer,Jeff,Baer,Wilmington Investor Network,"Wilmington, North Carolina",Seed; Series A; Other Lists,"Lodging/Hospitality; Travel; Gaming/eSports; Real Estate/PropTech; Raleigh-Durham / Southeast US; Angel, Scout, and Solo-Capitalists"
Jerry Hurwitz,Jerry,Hurwitz,Wilmington Investor Network,"Wilmington, North Carolina",Seed; Series A; Other Lists,"Medical Devices; Raleigh-Durham / Southeast US; Angel, Scout, and Solo-Capitalists"
Carlos Parajon,Carlos,Parajon,Wilmington Investor Network,"Wilmington, North Carolina",Seed; Series A; Other Lists,"Manufacturing; Raleigh-Durham / Southeast US; Angel, Scout, and Solo-Capitalists"
Jen Wege,Jen,Wege,Wilmington Investor Network,"Wilmington, North Carolina",Seed; Series A; Other Lists,"Entertainment & Sports; Media/Content; Raleigh-Durham / Southeast US; Los Angeles / Southern California; Angel, Scout, and Solo-Capitalists"
Ed Engler,Ed,Engler,3 Points Rising Ventures,"Pittsburgh, Pennsylvania",Seed; Series A; Other Lists,Enterprise Applications; Enterprise; FinTech; SaaS; Midwest
Karl Thomas,Karl,Thomas,3 Points Rising Ventures,"Pittsburgh, Pennsylvania",Seed; Series A; Other Lists,Enterprise Applications; Enterprise; SaaS; Midwest
Robb Myer,Robb,Myer,"99 Tartans, LLC","Pittsburgh, Pennsylvania",Pre-seed; Seed; Series A; Other Lists,Data Services; Robotics; AI; SaaS; Midwest
Ehab H. Elhag,Ehab H.,Elhag,Black Tech Nation Ventures,"Pittsburgh, Pennsylvania",Seed; Series A; Other Lists,"Education; ClimateTech/CleanTech; AI; Health IT; FinTech; Washington, D.C.; Midwest"
Kelauni Jasmyn,Kelauni,Jasmyn,Black Tech Nation Ventures,"Pittsburgh, Pennsylvania",Seed; Series A; Other Lists,SMB Software; Enterprise Applications; Marketplaces; Enterprise; SaaS; Midwest
David L. Motley,David L.,Motley,Black Tech Nation Ventures,"Pittsburgh, Pennsylvania",Seed; Series A; Other Lists,Manufacturing; Real Estate/PropTech; BioTech; FinTech; Midwest
Katelyn Perryman,Katelyn,Perryman,Black Tech Nation Ventures,"Washington, District of Columbia",Seed; Series A; Other Lists,"Enterprise Applications; Enterprise; Washington, D.C.; Midwest"
Sean Sebastian,Sean,Sebastian,Black Tech Nation Ventures,"Pittsburgh, Pennsylvania",Seed; Series A; Series B; Other Lists,SMB Software; Enterprise Applications; Marketplaces; Enterprise; SaaS; Midwest
Hensley Sejour,Hensley,Sejour,Black Tech Nation Ventures,"Pittsburgh, Pennsylvania",Seed; Series A; Other Lists,Education; ClimateTech/CleanTech; AI; FinTech; Health IT; Midwest
Zach Malone,Zach,Malone,Draper Triangle,"Pittsburgh, Pennsylvania; Detroit, Michigan; Ann Arbor, Michigan; Cleveland, Ohio; Columbus, Ohio; Cincinnati, Ohio",Seed; Series A; Other Lists,Medical Devices; Impact; Robotics; Cloud Infrastructure; Developer Tools; IoT; Enterprise; FinTech; SaaS; Midwest
Euan Guttridge,Euan,Guttridge,Reinforced Ventures,"Pittsburgh, Pennsylvania; Mountain View, California",Pre-seed; Seed; Series A; Other Lists,"Cloud Infrastructure; Data Services; ClimateTech/CleanTech; AI; Enterprise; Midwest; Angel, Scout, and Solo-Capitalists; San Francisco Bay Area"
William Krut,William,Krut,Reinforced Ventures,"San Francisco, California; Pittsburgh, Pennsylvania",Pre-seed; Seed; Series A; Other Lists,Security; Robotics; BioTech; AI; Midwest; San Francisco Bay Area
Mitchell Kokko,Mitchell,Kokko,Valley Capital Partners,"Redwood City, California; Menlo Park, California; Palo Alto, California; San Francisco, California; Ann Arbor, Michigan; Detroit, Michigan; South Bend, Indiana; Indianapolis, Indiana; Cincinnati, Ohio; Columbus, Ohio; Chicago, Illinois; Pittsburgh, Pennsylvania; San Francisco Bay Area; Midwest",Seed; Series A; Other Lists,"Enterprise Infrastructure; Supply Chain Tech; Cybersecurity; Enterprise Applications; Robotics; Analytics; ClimateTech/CleanTech; IoT; AI; Enterprise; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders; Angel, Scout, and Solo-Capitalists"
Tomasz Golinski,Tomasz,Golinski,CofounderZone,"San Francisco Bay Area; Europe; Warsaw, Poland",Seed; Other Lists,"Space; Logistics; Gaming/eSports; ClimateTech/CleanTech; E-commerce; Marketplaces; FinTech; AI; SaaS; Enterprise; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders; Angel, Scout, and Solo-Capitalists"
Marek Borzestowski,Marek,Borzestowski,Giza Polish Ventures,"Warsaw, Poland",Seed; Series A,Food and Beverage; E-commerce; BioTech; Consumer Internet
Shmuel Chafets,Shmuel,Chafets,Giza Polish Ventures,"Berlin, Germany; Israel",Seed; Series A; Other Lists,Travel; EnergyTech; SMB Software; E-commerce; Cloud Infrastructure; Consumer Internet; FinTech
Adam Donocik,Adam,Donocik,Giza Polish Ventures,Cyprus,Seed; Series A,Gaming/eSports; EnergyTech
Zygmunt Graijkowski,Zygmunt,Graijkowski,Giza Polish Ventures,Poland,Seed; Series A,Enterprise; FinTech
Zeev Holtzman,Zeev,Holtzman,Giza Polish Ventures,"Tel Aviv, Israel",Pre-seed; Seed; Series A; Other Lists,Data Services; FinTech; Israel
Wojciech Olszenka,Wojciech,Olszenka,Giza Polish Ventures,Poland,Seed; Series A,Food and Beverage; BioTech; Consumer Internet
Joe McCann,Joe,McCann,Asymmetric,"Portland, Oregon",Seed; Series A; Other Lists,"Web3/Crypto; Web3/Blockchain; Seattle / Portland; Angel, Scout, and Solo-Capitalists"
Robert C. Bell,Robert,C. Bell,Ideaship,"Portland, Oregon",Seed; Series A; Other Lists,Consumer Health; FinTech; Consumer Internet; Enterprise; Colorado / Utah; Seattle / Portland
Ian Garrett,Ian,Garrett,Ideaship,"Portland, Oregon",Seed; Series A; Other Lists,Enterprise Infrastructure; Real Estate/PropTech; Enterprise; Seattle / Portland
Ainsley Lloyd,Ainsley,Lloyd,Ideaship,"Portland, Oregon",Seed; Series A; Other Lists,Enterprise Infrastructure; Real Estate/PropTech; Enterprise Applications; Enterprise; Colorado / Utah; Seattle / Portland
Amanda Oborne,Amanda,Oborne,Ideaship,,Pre-seed; Seed; Other Lists,Diagnostics; Medical Devices; Supply Chain Tech; Manufacturing; Space; Hardware; DeepTech; EnergyTech; Real Estate/PropTech; ClimateTech/CleanTech; Seattle / Portland; Female Investors; Investors who invested in female founders; Investors who invested in diverse founders
Gregory Turner,Gregory,Turner,Ideaship,"Portland, Oregon",Seed; Series A; Other Lists,Cybersecurity; Consumer Health; E-commerce; Marketplaces; FinTech; Consumer Internet; Enterprise; AI; Seattle / Portland; Midwest
Dmitry Firskin,Dmitry,Firskin,Altair Capital Management,"San Francisco Bay Area; Tel Aviv, Israel; United States; Boston / New England",Pre-seed; Seed; Series A; Other Lists,Advertising; Web3/Blockchain; Israel
Igor Ryabenkiy,Igor,Ryabenkiy,Altair Capital Management,"Portugal; Austria; Vienna, Austria",Pre-seed; Seed; Series A; Series B; Other Lists,"Human Capital/HRTech; Insurance; Health & Hospital Services; Health IT; AI; Consumer Internet; FinTech; Marketplaces; SaaS; Angel, Scout, and Solo-Capitalists; San Francisco Bay Area"
Kiko Lumack,Kiko,Lumack,Valutia,"Barcelona, Spain; Madrid, Spain; Miami, Florida; Sao Paulo, Brazil; Salt Lake City, Utah; Brazil; Portugal; London; Colombia; Mexico, Mexico",Pre-seed; Seed; Other Lists,"Human Capital/HRTech; Food and Beverage; Insurance; Consumer Health; Real Estate/PropTech; Education; E-commerce; Marketplaces; Enterprise; SaaS; Colorado / Utah; LatAm (Latin America); Raleigh-Durham / Southeast US; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders; Angel, Scout, and Solo-Capitalists"
Pedro Bandeira,Pedro,Bandeira,COREangels,Portugal,Pre-seed; Seed; Series A; Other Lists,"Consumer Internet; Enterprise; Angel, Scout, and Solo-Capitalists"
Mauricio Benitez,Mauricio,Benitez,COREangels,"Santiago, Chile",Seed; Series A; Other Lists,"FinTech; Angel, Scout, and Solo-Capitalists"
Renato Braz,Renato,Braz,COREangels,"Lisbon, Portugal",Seed; Series A,ClimateTech/CleanTech
George Cargill,George,Cargill,COREangels,"Santiago, Chile",Seed; Series A; Other Lists,"Cybersecurity; Angel, Scout, and Solo-Capitalists"
Ricardo Carvalho,Ricardo,Carvalho,COREangels,"Lisbon, Portugal",Seed; Series A; Other Lists,"E-commerce; Angel, Scout, and Solo-Capitalists"
Pedro Coutinho,Pedro,Coutinho,COREangels,"Lisbon, Portugal",Seed; Series A,Enterprise; Consumer Internet
Ramon Espuny,Ramon,Espuny,COREangels,"Madrid, Spain",Seed; Series A,FinTech
Rui Falcão,Rui,Falcão,COREangels,Portugal,Seed; Series A; Other Lists,"Consumer Internet; Enterprise; Angel, Scout, and Solo-Capitalists"
Nils Galdo,Nils,Galdo,COREangels,"Santiago, Chile",Seed; Series A; Series B; Other Lists,"SaaS; FinTech; Angel, Scout, and Solo-Capitalists"
Cesar Heli,Cesar,Heli,COREangels,Brazil,Seed; Series A; Other Lists,"Insurance; LatAm (Latin America); Angel, Scout, and Solo-Capitalists"
Terry Huang,Terry,Huang,COREangels,New York City,Seed; Series A; Other Lists,"Impact; Health IT; Angel, Scout, and Solo-Capitalists"
Cleve Lightfoot,Cleve,Lightfoot,COREangels,Chile,Seed; Series A; Other Lists,Consumer Internet; Enterprise; LatAm (Latin America)
Cintia Mano,Cintia,Mano,COREangels,"Lisbon, Portugal",Seed; Series A; Other Lists,"Consumer Internet; Enterprise; Angel, Scout, and Solo-Capitalists"
Sjoerd van der Meulen,Sjoerd van der,Meulen,COREangels,Netherlands,Seed; Series A; Other Lists,"Insurance; ClimateTech/CleanTech; FinTech; Angel, Scout, and Solo-Capitalists"
Yoshiyuki Oba,Yoshiyuki,Oba,COREangels,Malaysia,Seed; Series A; Other Lists,"FinTech; Angel, Scout, and Solo-Capitalists"
Urs Rothmayr,Urs,Rothmayr,COREangels,Spain,Seed; Series A,Consumer Internet; Enterprise
Klaus Ukens,Klaus,Ukens,COREangels,"Dortmund, Germany",Seed; Series A,Consumer Internet; Enterprise
Ela Zohrevandi,Ela,Zohrevandi,COREangels,Portugal,Seed; Series A; Other Lists,"Enterprise; Consumer Internet; Angel, Scout, and Solo-Capitalists"
Christoph Auer-Welsbach,Christoph,Auer-Welsbach,Lunar Ventures,"Amsterdam, Netherlands",Pre-seed; Seed,Robotics; DeepTech; Developer Tools; Cloud Infrastructure; Web3/Crypto; AI
Mario Branciforti,Mario,Branciforti,Lunar Ventures,London,Pre-seed; Seed; Other Lists,Developer Tools; DeepTech; Cloud Infrastructure; Web3/Crypto; AI
Morris Clay,Morris,Clay,Lunar Ventures,"Berlin, Germany",Pre-seed; Seed; Series A; Other Lists,DeepTech; Developer Tools; Investors who were founders
Peter Crane,Peter,Crane,Lunar Ventures,Europe,Pre-seed; Seed; Other Lists,Diagnostics; Therapeutics; Pharmaceuticals; Material Science; Medical Devices; DeepTech; Digital Health; Health & Hospital Services; BioTech; AI; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders
Alberto Cresto,Alberto,Cresto,Lunar Ventures,Italy,Pre-seed; Seed; Other Lists,"Semiconductors; Material Science; DeepTech; Developer Tools; IoT; Cloud Infrastructure; Web3/Blockchain; AI; Angel, Scout, and Solo-Capitalists"
Mick Halsband,Mick,Halsband,Lunar Ventures,Canada; United States; Europe,Pre-seed; Seed; Other Lists,Games; Generative Tech/AI; Enterprise Infrastructure; AR/VR; BioTech; Cloud Infrastructure; Developer Tools; DeepTech; AI; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders
Mick Halsband,Mick,Halsband,Lunar Ventures,"Berlin, Germany",Pre-seed; Seed,Developer Tools; DeepTech; Cloud Infrastructure; Web3/Crypto; AI
Lawrence Lundy-Bryan,Lawrence,Lundy-Bryan,Lunar Ventures,United Kingdom,Pre-seed; Seed; Other Lists,"DeepTech; Developer Tools; Cloud Infrastructure; Web3/Blockchain; Web3/Crypto; Angel, Scout, and Solo-Capitalists"
Luis (Orr) Shemtov,Luis,(Orr) Shemtov,Lunar Ventures,"Portugal; Berlin, Germany",Pre-seed; Seed,DeepTech; Robotics; Developer Tools; Cloud Infrastructure; Web3/Crypto; AI
Sean Sukonnik,Sean,Sukonnik,Lunar Ventures,"Berlin, Germany; London",Pre-seed; Seed; Other Lists,Developer Tools; Cloud Infrastructure; DeepTech; Web3/Crypto
Sean Sukonniks,Sean,Sukonniks,Lunar Ventures,London; United States; Israel; Europe,Pre-seed; Seed; Series A; Other Lists,"Hardware; Developer Tools; IoT; Health IT; DeepTech; Web3/Blockchain; SaaS; AI; Investors who invested in female founders; Investors who invested in diverse founders; Angel, Scout, and Solo-Capitalists"
Kamal Ved,Kamal,Ved,Lunar Ventures,"Berlin, Germany",Pre-seed; Seed,Space; DeepTech; Developer Tools; Cloud Infrastructure; Web3/Crypto; AI
Elad Verbin,Elad,Verbin,Lunar Ventures,Europe,Pre-seed; Seed; Other Lists,Material Science; DeepTech; Developer Tools; Cloud Infrastructure; Web3/Blockchain; Web3/Crypto; AI; Investors who invested in female founders; Investors who invested in diverse founders
Benjamin Wolba,Benjamin,Wolba,Lunar Ventures,"Berlin, Germany",Pre-seed; Seed,DeepTech; Developer Tools; Cloud Infrastructure; Web3/Crypto
Martin Bodocky,Martin,Bodocky,Nation 1 VC,,Pre-seed; Seed,AgTech; AI
Jaroslav Trojan,Jaroslav,Trojan,Nation 1 VC,"Prague, Czech Republic",Pre-seed; Seed; Other Lists,"ConstructionTech; Enterprise Applications; AR/VR; Security; Digital Health; Developer Tools; Web3/Crypto; E-commerce; Marketplaces; FinTech; Diverse Investors; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders; Angel, Scout, and Solo-Capitalists"
Ondrej Bartos,Ondrej,Bartos,Credo Ventures,"Prague, Czech Republic",Seed; Series A,TransportationTech; SMB Software; Web3/Blockchain; IoT; Cloud Infrastructure; Web3/Crypto; Marketplaces; Health & Hospital Services; SaaS; AI
Lubomir Celar,Lubomir,Celar,Credo Ventures,"Prague, Czech Republic",Seed; Series A,SMB Software; IoT; TransportationTech; Cloud Infrastructure; Web3/Blockchain; Web3/Crypto; Marketplaces; Health & Hospital Services; AI; SaaS
Michal Cernocký,Michal,Cernocký,Credo Ventures,"Prague, Czech Republic",Seed,SMB Software; TransportationTech; Cloud Infrastructure; IoT; Web3/Blockchain; Marketplaces; Web3/Crypto; AI; Health & Hospital Services; SaaS
Aleš Duchác,Aleš,Duchác,Credo Ventures,"Prague, Czech Republic",Seed; Series A,TransportationTech; IoT; SMB Software; Web3/Blockchain; Cloud Infrastructure; Health & Hospital Services; Web3/Crypto; Marketplaces; AI; SaaS
Guillaume Fournier,Guillaume,Fournier,Credo Ventures,"Prague, Czech Republic",Seed; Series A,SMB Software; IoT; TransportationTech; Cloud Infrastructure; Web3/Blockchain; Web3/Crypto; Marketplaces; Health & Hospital Services; AI; SaaS
Maciek Gnutek,Maciek,Gnutek,Credo Ventures,"Prague, Czech Republic",Seed; Series A,TransportationTech; SMB Software; Cloud Infrastructure; IoT; Web3/Blockchain; Marketplaces; Web3/Crypto; Health & Hospital Services; AI; SaaS
Jan Habermann,Jan,Habermann,Credo Ventures,"Prague, Czech Republic",Seed; Series A,SMB Software; IoT; TransportationTech; Cloud Infrastructure; Web3/Blockchain; Marketplaces; Web3/Crypto; Health & Hospital Services; AI; SaaS
Michal Hanus,Michal,Hanus,Credo Ventures,"Prague, Czech Republic",Seed; Series A,TransportationTech; SMB Software; Cloud Infrastructure; IoT; Web3/Blockchain; Marketplaces; Web3/Crypto; Health & Hospital Services; AI; SaaS
Lukáš Hurych,Lukáš,Hurych,Credo Ventures,"Prague, Czech Republic",Seed; Series A,TransportationTech; SMB Software; Cloud Infrastructure; IoT; Web3/Blockchain; Marketplaces; Web3/Crypto; Health & Hospital Services; AI; SaaS
Vladislav Jez,Vladislav,Jez,Credo Ventures,"Prague, Czech Republic",Seed; Series A,SMB Software; IoT; TransportationTech; Cloud Infrastructure; Web3/Blockchain; Marketplaces; Web3/Crypto; Health & Hospital Services; AI; SaaS
Andrej Kiska,Andrej,Kiska,Credo Ventures,"Prague, Czech Republic",Seed; Series A,TransportationTech; IoT; SMB Software; Web3/Blockchain; Health & Hospital Services; Cloud Infrastructure; Marketplaces; Web3/Crypto; AI; SaaS
Jakub Krikava,Jakub,Krikava,Credo Ventures,"Prague, Czech Republic",Seed; Series A; Other Lists,SMB Software; TransportationTech; IoT; Cloud Infrastructure; Web3/Blockchain; Marketplaces; Web3/Crypto; AI; Health & Hospital Services; SaaS; London
Matej Micek,Matej,Micek,Credo Ventures,"Prague, Czech Republic",Seed; Series A,SMB Software; TransportationTech; Cloud Infrastructure; IoT; Web3/Blockchain; Marketplaces; Web3/Crypto; AI; Health & Hospital Services; SaaS
Stefan Adamcik,Stefan,Adamcik,Presto Ventures,"Zurich, Switzerland",Pre-seed; Seed,Enterprise Applications; Consumer Internet; SaaS; FinTech
Dennis Ahrling,Dennis,Ahrling,Presto Ventures,"Berlin, Germany",Pre-seed; Seed,Enterprise Applications; Consumer Internet; SaaS; FinTech
Jan Cerny,Jan,Cerny,Presto Ventures,"Prague, Czech Republic",Pre-seed; Seed,Enterprise Applications; Consumer Internet; SaaS; FinTech
Tichomír Jenkut,Tichomír,Jenkut,Presto Ventures,Europe,Pre-seed; Seed; Other Lists,Logistics; Data Services; Developer Tools; DeepTech; Cybersecurity; Analytics; Marketplaces; Enterprise; AI; FinTech; Investors who invested in female founders; Investors who invested in diverse founders
Veronika Kaiser,Veronika,Kaiser,Presto Ventures,Czech Republic,Pre-seed; Seed,Enterprise Applications; Consumer Internet; SaaS; FinTech
Matthew Kaiser,Matthew,Kaiser,Presto Ventures,"Prague, Czech Republic",Pre-seed; Seed,Enterprise Applications; Consumer Internet; SaaS; FinTech
Eduard Kucera,Eduard,Kucera,Presto Ventures,"Prague, Czech Republic",Pre-seed; Seed,Enterprise Applications; Consumer Internet; SaaS; FinTech
Matej Luhovy,Matej,Luhovy,Presto Ventures,"Prague, Czech Republic",Pre-seed; Seed; Other Lists,Enterprise Infrastructure; Space; Generative Tech/AI; Logistics; Robotics; Data Services; Cybersecurity; Enterprise; Security; Hardware; Investors who invested in diverse founders; Investors who invested in female founders
Roman Novacek,Roman,Novacek,Presto Ventures,"Prague, Czech Republic",Pre-seed; Seed,Games; Gaming/eSports; Logistics; Analytics; Cloud Infrastructure; Web3/Crypto; SaaS; FinTech
Vojta Rocek,Vojta,Rocek,Presto Ventures,"Prague, Czech Republic",Pre-seed; Seed,Enterprise Applications; Consumer Internet; SaaS; FinTech
Premysl Rubes,Premysl,Rubes,Presto Ventures,"Prague, Czech Republic",Pre-seed; Seed,Enterprise Applications; Consumer Internet; FinTech; SaaS
Michal Vojta,Michal,Vojta,Presto Ventures,"Prague, Czech Republic",Pre-seed; Seed,Enterprise Applications; Consumer Internet; SaaS
Caroline White,Caroline,White,Presto Ventures,Europe,Pre-seed; Seed,Enterprise Applications; Consumer Internet; SaaS; FinTech
Rachelle Morris,Rachelle,Morris,RevRoad Capital,"Salt Lake City, Utah",Seed; Series A; Other Lists,AutoTech; Food and Beverage; Payments; Marketplaces; Colorado / Utah
Scott Petersen,Scott,Petersen,RevRoad Capital,"Provo, Utah",Seed; Series A; Other Lists,"Web3/Crypto; Web3/Blockchain; Enterprise; SaaS; Colorado / Utah; Angel, Scout, and Solo-Capitalists"
Barton Skalla,Barton,Skalla,RevRoad Capital,Colorado,Seed; Series A,AutoTech; Food and Beverage; Payments; Education; Marketplaces
Tyler Richards,Tyler,Richards,Startup Ignition Ventures,Utah,Pre-seed; Seed; Other Lists,"Supply Chain Tech; MarketingTech; Enterprise Applications; SMB Software; IoT; Developer Tools; Cloud Infrastructure; AI; SaaS; FinTech; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders; Angel, Scout, and Solo-Capitalists"
John Richards,John,Richards,Startup Ignition Ventures,"Provo, Utah",Pre-seed; Seed; Series A; Other Lists,"Social Commerce; Enterprise Applications; Advertising; Consumer Internet; Enterprise; Colorado / Utah; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders; Angel, Scout, and Solo-Capitalists"
Josh Manchester,Josh,Manchester,Champion Hill Labs,"Atlanta, Georgia; Austin, Texas; San Francisco Bay Area; London; Singapore; Los Angeles, California; Raleigh-Durham / Southeast US",Pre-seed; Seed; Series A; Other Lists,GovTech; Material Science; Space; Generative Tech/AI; DeepTech; ClimateTech/CleanTech; AR/VR; Web3/Crypto; AI; Austin; Diverse Investors; Los Angeles / Southern California; Investors who invested in female founders; Investors who invested in diverse founders
Justin Wright-Eakes,Justin,Wright-Eakes,Oval Park Capital,Raleigh-Durham / Southeast US,Seed; Series A; Other Lists,"ConstructionTech; Material Science; Impact; DeepTech; Robotics; Cybersecurity; AgTech; ClimateTech/CleanTech; Health IT; AI; Investors who invested in female founders; Investors who invested in diverse founders; Angel, Scout, and Solo-Capitalists"
Lisa Andrew,Lisa,Andrew,Wolfpack Investor Network,"Chapel Hill, North Carolina",Pre-seed; Seed; Other Lists,Pharmaceuticals; Food and Beverage; Enterprise Applications; BioTech; Health IT; Health & Hospital Services; Consumer Internet; Enterprise; Raleigh-Durham / Southeast US
